publishDate,eventDate,time,location,money,column
2007-09-23,Sep 17,,waldorf astoria,$4 million,"The 22nd Annual Great Sports Legend Dinner at the Waldorf Astoria was attended by more than 1,300 guests. The event raised more than $4 million for the Buoniconti Fund to Cure Paralysis."
2007-09-23,Sep 19,,lincoln center,$1 million,"The Chamber Music Society of Lincoln Center held an opening-night concert and benefit dinner at Rose Hall. The event was attended by 450 guests and raised more than $1 million."
2007-09-23,Sep 18,,,,"Quest magazine turned 20 at Doubles. The honorees were Heather Cohane, the founder; David Patrick Columbia, the editor; and S. Christopher Meigher III, the owner."
2007-09-23,Sep 17,,new york public library,,"The New York Public Library held a President's Council dinner that featured a discussion by Michael Beschloss, a presidential historian. Around 100 guests attended."
2007-09-30,Sep 24,,metropolitan opera,$4.8 million,"Peter Gelb, the director of the Metropolitan Opera, presented opening night as a major spectacle onstage and off, this year with Donizetti's ''Lucia di Lammermoor.''"
2007-10-14,Oct 10,,university club,$260000,"A dinner for the Smithsonian's Archives took place at the University Club. The 210 guests raised $260,000. The event honored John Baldessari, the artist, and H. Barbara Weinberg, the curator of American paintings and sculpture at the Metropolitan Museum of Art."
2007-10-14,Oct 9,,pierre,$1.2 million,"A dinner at the Pierre benefited the Children's Cancer and Blood Foundation. Attended by 400 guests, the event raised more than $1.2 million."
2007-10-14,Oct 10,,mandarin oriental,$2.1 million,"New York University Cancer Institute gave an awards dinner for 420 guests at the Mandarin Oriental, raising $2.1 million."
2007-10-14,Oct 10,,waldorf-astoria,$2 million,"The Alzheimer's Association Rita Hayworth Gala took place at the Waldorf-Astoria. Attended by more than 600 guests, the event raised over $2 million."
2007-10-21,Oct 15,,frick,$1.4 million,"Members of the new gilded age experienced one of the jewels of the original Gilded Age at the autumn dinner for the Frick Collection, at the former home of the industrialist Henry Clay Frick. Dinner for 270 guests was served in three galleries full of Rembrandts, Vermeers, Gainsboroughs and other masterpieces; the evening raised $1.4 million. In a rare event, some guests got to dine surrounded by Fragonard's masterpiece series ''The Progress of Love,'' painted for Madame du Berry, the mistress of Louis XV. The paintings had been temporarily moved from their permanent salon at the town house, where they are set among period furnishings, and shown in an austere format in the East Gallery. The evening honored Anne and John L. Marion of Texas."
2007-10-21,Oct 15,,pierre,$1.1 million,"The Jewish Theological Seminary held its Louis B. Marshall Award dinner at the Pierre. There were 225 guests, and it raised more than $1.1 million."
2007-10-21,Oct 16,,american folk art museum,$1.3 million,"The American Folk Art Museum's gala at the Roseland Ballroom drew 540 guests. The event raised $1.3 million. Joyce B. Cowin, Edgar Cullman Sr. and Richard D. Parsons were honored."
2007-10-21,Oct 15,,,,"The New York Stem Cell Foundation gave an awards dinner at Rockfeller University. The evening honored the artist Chuck Close."
2007-10-21,Oct 17,,metropolitan museum of art,,"The Friends of the Costume Institute at the Metropolitan Museum of Art held a talk and slide show on Elsie de Wolfe, connecting fashion with decorating, given by the antiques dealer Louis Bofferding at the Charlotte Moss town house."
2007-10-21,Oct 17,,lincoln center,$2.3 million,"Lincoln Center for the Performing Arts held its annual Great Performers awards dinner. The evening honored Blair Effron and raised $2.3 million."
2007-10-21,Oct 17,,saks fifth avenue,,"Saks Fifth Avenue kicked off its 2007 Key to the Cure campaign with cocktails at the skating rink at Rockefeller Center. For the campaign, Saks donates part of its sales from the weekend to breast cancer charities."
2007-10-21,Oct 17,,pierre,$1.4 million,"The Washington Institute for Near East Policy had a dinner at the Pierre, raising $1.4 million. The event honored two men who embody the idea that scholarship and historical understanding are necessary in forming Mideast policy."
2007-10-21,Oct 16,,mandarin oriental,$650000,"Casita Maria's dinner-dance at the Mandarin Oriental raised $650,000 for programs serving Hispanic communities in New York."
2007-10-21,Oct 18,,mandarin oriental,$500000,"New Yorkers for Parks celebrated its 100 years with a dinner at the Mandarin Oriental. It honored the late Iphigene Ochs Sulzberger, who was the president of the group from 1935 to 1963, when the system grew from 16,000 to 24,000 acres. Two hundred fifty guests attended, raising $500,000."
2007-10-28,Oct 22,,whitney museum,,"The Whitney Museum of American Art held a gala."
2007-10-28,Oct 24,,lincoln center,,"The Young Patrons Society of Lincoln Center held a party in the Allen Room."
2007-10-28,Oct 24,,,$900000,"The Central Park Conservancy's annual Halloween-costume dinner-dance was held in a tent in the park. It was attended by 550 guests and raised $900,000."
2007-10-28,Oct 23,,,,"Ernie Barnes was saluted at a reception and showing of his paintings on the first floor of the Time Warner Center as you enter the jazz center on 60th Street. Through Oct"
2007-10-28,Oct 23,,waldorf-astoria,$700000,"The Citizens Union held an awards dinner at the Waldorf-Astoria attended by 380 guests; it raised over $700,000."
2007-10-28,Oct 22,,christie's,$220000,"Sick Kids Need Involved People held a reception at Christie's honoring Mortimer B. Zuckerman and Dorothy and Hamilton Jordan. It was attended by 325 guests and raised $220,000."
2007-10-28,Oct 23,,carnegie hall,,"The Orpheus Chamber Orchestra celebrated its opening night at Carnegie Hall with a dinner for 238 guests before the concert and a reception after the concert for the artists."
2007-10-28,Oct 23,,rainbow room,$650000,"The American Skin Association Rainbow Room gala had 300 guests and raised $650,000."
2007-10-28,Oct 23,,city center,,"The American Ballet Theater fall season gala was held at City Center. A dinner followed at the Mandarin Oriental Hotel."
2007-10-28,Oct 20,,,$850000,"The Prospect Park Alliance celebrated its 20th anniversary. There were 700 guests at the Brooklyn gala, and it raised $850,000."
2007-10-28,Oct 23,,marriott marquis,,"The NewYork-Presbyterian Hospital/Weill Cornell Medical Center held a gala at the Marriott Marquis."
2007-11-04,Oct 29,,studio museum in harlem,,"The Studio Museum in Harlem held its annual gala."
2007-11-04,Oct 29,,pierre,$300000,"The New York Society for the Prevention of Cruelty to Children held an awards dinner for 320 guests at the Pierre. The event raised more than $300,000."
2007-11-04,Oct 31,,waldorf-astoria,,"The New York Restoration Project, which works to restore city parks and gardens, held its annual Halloween costume dinner at the Waldorf-Astoria. The event is noted for the effort the guests put into their costumes."
2007-11-04,Oct 25,,,,"Bailey House commemorated the 20th anniversary of the opening the Bailey-Holt House. The Imperial Court of New York, Doug Dornan, Jayne Baum, Danny O'Donnell and C. Hugh Hildesley were honored."
2007-11-04,Oct 29,,cipriani 42nd street,$1 million,"The annual fund-raising dinner for WNYC radio was held at Cipriani 42nd Street. The event raised $1 million."
2007-11-04,Oct 30,,,$750000,"The New York Landmarks Conservancy held its annual living landmarks celebration. The event raised more than $750,000."
2007-11-04,Oct 29,,,$1.15 million,"The Career Transition for Dancers held its annual performance, raising $1.15 million."
2007-11-18,Nov 12,,,$1 million,"The Purchase College School of the Arts held a benefit dinner at the Millennium Broadway Hotel with 420 guests attending. The event raised more than $1 million."
2007-11-18,Nov 13,,,$1.15 million,"The Asian Cultural Council presented a gala in the Allen Room at the Time Warner Center. It was attended by 350 guests and raised $1.15 million"
2007-11-18,Nov 9,,christie's,$4000,"Friends of Valentino gathered at Christie's to buy ''Valentino Garavani: Una Grande Storia Italiana'' at $4,000 a book."
2007-11-18,Nov 12,,marriott marquis,$1 million,"The Tisch School of the Arts gave a performance at Town Hall followed by a party at the Marriott Marquis. More than $1 million was raised."
2007-11-18,Nov 13,,,$1 million,"The Animal Medical Center's annual benefit raised more than $1 million."
2007-11-18,Nov 12,,cipriani 42nd street,$1.3 million,"The New York Academy of Science presented a benefit dinner for 500 guests at Cipriani 42nd Street. The event raised $1.3 million."
2007-11-18,Nov 13,,essex house,$400000,"Weeksville Heritage Center held a benefit awards dinner at the Jumeirah Essex House in Manhattan. There were 235 guests and $400,000 was raised."
2007-11-18,Nov 12,,583 park avenue,$720000,"The World Childhood Foundation USA held a dinner at 583 Park Avenue. The event was attended by 375 guests and raised more than $720,000. The foundation, started in 1999 by Queen Silvia of Sweden, is dedicated to helping abused and exploited children worldwide, with special attention given to girls and young women."
2007-11-25,Nov 19,,,,"Nov 19: The New York Times inaugurated its headquarters skyscraper by Renzo Piano with a reception for 625 guests. A panel discussion followed with Times journalists about the issues shaping the world. Thomas L. Friedman, an Op-Ed columnist, moderated. The panel's members were Helene Cooper, Maureen Dowd, James Glanz, Joseph Kahn and Gretchen Morgenson."
2007-11-25,Nov 20,,lincoln center,$1.6 million,"The New York City Ballet celebrated the late Lincoln Kirstein, a founder, with a program of excerpts at its home at Lincoln Center. A dinner-dance followed on the Promenade for 750 guests, raising over $1.6 million."
2007-11-25,Nov 14,,bergdorf goodman,,"Bergdorf Goodman and House & Garden magazine gave a book-signing party for ''Tony Duquette'' by Wendy Goodman and Hutton Wilkinson. Tony Duquette was a designer of interiors of every kind."
2007-11-25,Nov 20,,pierre,$1 million,"The awards dinner of the American Jewish Committee was attended by 250 guests at the Pierre, raising $1 million. The evening honored Donald E. Graham, chairman of The Washington Post."
2007-11-25,Nov 20,,waldorf-astoria,$1.4 million,"Nov 20: At the Waldorf-Astoria, the Committee to Protect Journalists honored Dmitry Muratov of Russia, the editor of Novaya Gazeta, three of whose reporters have been killed; Mazhar Abbas of Pakistan, who is on a hit list; Adela Navarro Bello of Zeta magazine in Mexico, two of whose journalists have been killed; and Gao Qinrong of China, who spent eight years in prison. The 900 guests raised $1.4 million. cap10"
2007-11-11,Nov 5,,new york public library,$2.6 million,"The New York Public Library had its annual dinner naming Library Lions at the Fifth Avenue library. Lions are chosen for their contributions to scholarship, literature and the arts. The Beaux-Arts building was ''en fete'': lighted with 4,000 candles from Fifth Avenue up to the third-floor main reading room. The decor was by David Monn. Four new Lions were inducted, and the library saluted 15 past Lions. For dinner in the reading room, there were 620 guests; 500 more joined them afterward for dancing in Astor Hall. The evening raised $2.6 million."
2007-11-11,Nov 7,,,,"Rachel Hovnanian had a reception for the opening of her art exhibition, at the Jason McCoy gallery on East 57th Street. It runs through Dec 22 ."
2007-11-11,Nov 7,,waldorf-astoria,$2 million,"The International Rescue Committee had its Freedom Award dinner at the Waldorf-Astoria. It raised $2 million. The group helps refugees and displaced people."
2007-11-11,Nov 6,,museum of modern art,,"A book party was held by Mercedes and Sid Bass at the Museum of Modern Art for the publication of ''A Life of Picasso: The Triumphant Years, 1917-1932'' by John Richardson."
2007-11-11,Nov 7,,four seasons,,"The French-American Foundation had a dinner at the Four Seasons restaurant."
2007-11-11,Nov 7,,rainbow room,,"The Aspen Institute took over the Rainbow Room for its annual awards dinner. The institute, a policy research group, honored Richard Branson and Mayor Michael R. Bloomberg."
2007-11-11,Nov 5,,fountain house,,"Fountain House's annual benefit was at the Grand Hyatt. It provides housing, jobs and services for mentally ill adults."
2007-11-11,Nov 5,,,$500000,"The Children's Hearing Institute had a dinner at the Time Warner Center. There were 237 guests, and it raised $500,000. It honored Vinton Cerf, Kimberly Dozier and Molly Kestenbaum, a 13-year-old with a cochlear implant."
2007-11-11,Nov 6,,cipriani 42nd street,$1 million,"The Museum of the Moving Image had an awards benefit at Cipriani 42nd Street saluting Tom Cruise. It raised over $1 million."
2007-11-11,Nov 4,,,$3.2 million,"The Hebrew Home at Riverdale celebrated its 90th anniversary with a dinner for 670 guests, which raised $3.2 million. The home was founded in a small synagogue in Harlem to shelter the poor and homeless elderly."
2007-12-02,Nov 28,,chelsea piers,$800000,"Safe Horizon held an awards dinner at Pier Sixty at Chelsea Piers attended by 700 guests. It raised $800,000. The group lends assistance to victims of domestic and child abuse."
2007-12-02,Nov 28,,city center,,"The Alvin Ailey American Dance Theater opened its holiday season at New York City Center, followed by a dinner-dance at the Sheraton New York."
2007-12-02,Nov 27,,cipriani 42nd street,,"Unicef held a gala benefit awards dinner honoring the Pantaleoni family and Chip Lyons at Cipriani 42nd Street."
2007-12-02,Nov 29,,,,"The National Parks of New York Harbor Conservancy held a gala at the new Wall Street Tiffany store, followed by dinner at Federal Hall National Memorial. The Tiffany & Company Foundation was honored."
2007-12-02,Nov 29,,583 park avenue,,"The Queen Sofia Spanish Institute held its annual awards dinner at 583 Park Avenue. The evening honored the actress Penelope Cruz and former President Bill Clinton. The institute, at 684 Park Avenue, promotes Spanish culture."
2007-12-02,Nov 26,,rainbow room,$700000,"The Carter Burden Center for the Aging held an awards dinner at the Rainbow Room attended by 335 guests. It raised $700,000. The evening honored Joseph A. Cabrera of Cushman & Wakefield and Igal Jellinek of the Council of Senior Centers and Services."
2007-12-02,Nov 26,,waldorf-astoria,$2.2 million,"The Partnership for a Drug-Free America held its annual awards dinner at the Waldorf-Astoria. It was attended by 675 guests and raised $2.2 million. The evening honored William C. Weldon, chairman of Johnson & Johnson, and the MetLife Foundation."
2007-12-02,Nov 27,,gotham hall,$800000,"The French Institute Alliance Francaise held its annual Trophee des Arts gala at Gotham Hall. It was attended by 500 guests and raised over $800,000. James Ivory, the film director, and Pierre Bellon, chairman of Sodexho, were honored."
2007-12-02,Nov 28,,pierre,,"The New York Eye and Ear Infirmary held an awards dinner at the Pierre. The Margaret Loeb Kempner award was presented by her grandson to Susan Liebowitz."
2007-12-02,Nov 28,,new museum of contemporary art,,"The New Museum of Contemporary Art at 235 Bowery held a first look at its new home in a series of three previews for 1,000 guests last week."
2007-12-02,Nov 27,,metropolitan opera,,"The Metropolitan Opera held a dinner before the opening of its production of ''Iphigenie en Tauride.''"
2007-12-09,Dec 3,,metropolitan museum of art,,"The Acquisitions Fund Benefit for the Metropolitan Museum of Art held a gala for the opening of the new 19th- and early-20th-century galleries."
2007-12-09,Dec 5,,,$700000,"The Glaucoma Foundation held a benefit dinner that raised $700,000 and honored Christopher Gardner."
2007-12-09,Dec 4,,pier 60,,"Leadership in Tourism honored Richard Parsons, Daniel Tishman and Alan H. Bud Selig at Pier 60 at Chelsea Piers."
2007-12-09,Dec 4,,,$8 million,"The child advocacy awards benefit dinner for the New York University Child Study Center raised $8 million."
2007-12-09,Dec 2,,four seasons,$420000,"The Volunteers of America held their annual holiday benefit for 320 guests at the Four Seasons Restaurant, which donated the space for the evening. The event, in which 23 prominent restaurants presented tasting tables, raised $420,000."
2007-12-09,Dec 3,,marriott marquis,$3.1 million,"The S.L.E. Lupus Foundation gave an awards benefit dinner at the New York Marriott Marquis. The event, attended by 700 guests, raised $3.1 million. The guests of honor were Michael Weisman, a television producer, and his wife, Carol."
2007-12-09,Dec 3,,waldorf-astoria,$2 million,"The Inner-City Scholarship Fund held an awards dinner at the Waldorf-Astoria. The event, attended by 500 guests, raised $2 million and honored James Dimon. The organization supports 170 inner-city elementary and secondary schools of the Archdiocese of New York."
2007-12-09,Dec 3,,,,"The MacDowell Colony's centennial gala took place at Roseland."
2007-12-23,Dec 14,,isabella stewart gardner,$400000,"Seven inches of snow covered the ground as guests made their way to a gala evening at the Isabella Stewart Gardner Museum in Boston. Holiday garlands were hung from the court's balconies, and its traditions were in full force for the concert and a dinner for 150 guests in the Tapestry Room. The event raised $400,000 for the museum's musical programs, which stretch unbroken to the opening of Mrs. Gardner's treasure-filled Venetian palace on Jan 1, 1903. That evening, also snowy, began with a concert that included 50 members of the Boston Symphony Orchestra. Afterward a mirrored door rolled away for the first view of the flower-filled court and candlelit galleries."
2007-12-23,Dec 16,,,$250000,"The Little Orchestra Society's candlelight concert took place at the Cathedral of the Holy Trinity, 319 East 74th Street. Demetrios, the archbishop of the Greek Orthodox Church in America, presided. Dino Anagnost conducted. The Metropolitan Singers, the Greek Choral Society, the soprano Angela Meade and the violinist Christopher Lee performed. A dinner at the Carlyle for 200 guests followed."
2007-12-30,Dec 22,,waldorf-astoria,$300000,"The New York Downtown Hospital benefited from the 72nd Debutante Cotillion and Christmas Ball at the Waldorf-Astoria. The event for 800 guests raised $300,000. Thirty-two young women were honored."
2007-12-30,Dec 17,,metropolitan museum,,"Dec 17: The Costume Institute at the Metropolitan Museum opened ''blog.mode: addressing fashion,'' an exhibition in which visitors can enter their opinions at on-site computers. The show ends"
2007-12-30,Dec 25,,,,"An elegant candlelit party was held in the Victorian-style apartment of Gray Foy at the Osborne, Seventh Avenue and 57th Street."
2007-12-16,Dec 7,,new york botanical garden,$200000,"The New York Botanical Garden held its annual dinner-dance in the Bronx amid the dazzle of the holiday train show. The event was attended by 350 guests and raised $200,000."
2007-12-16,Dec 11,,neue galerie,,"Neue Galerie New York, a museum dedicated to German and Austrian art, gave its annual holiday party. The event was attended by 300 guests."
2007-12-16,Dec 9,,,$120000,"The New Victory Theater's family benefit included a performance by the New Shanghai Circus and raised $120,000."
2007-12-16,Dec 8,,,$800000,"The New York City Ballet's annual Nutcracker Family Benefit was followed by a party and raised $800,000."
2007-12-16,Dec 10,,waldorf-astoria,$5 million,"The Food Allergy Initiative, a fund-raiser for food-allergy research, raised more than $5 million at an awards dinner at the Waldorf-Astoria."
2007-12-16,Dec 10,,park avenue armory,$1.24 million,"The Municipal Art Society of New York held a benefit dinner at the Park Avenue Armory and raised $1.24 million."
2008-01-13,Jan 8,,,,"The reopening of the newly designed and refurbished Kaufman Center at 129 West 67th was celebrated with a concert in its 450-seat Merkin Concert Hall. When the center opened in 1978 it catered to 250 students; it now accommodates more than 2,200 in the Lucy Moses School. The event, which included a reception before and after the performance, was attended by 450 guests."
2008-01-13,Jan 10,,,$100000,"The Children's Storefront, an independent tuition-free school in Harlem, held a theater benefit attended by 175 guests, raising $100,000. The school teaches from preschool through eighth grade. Dinner at the Millennium Broadway preceded a preview of ''November'' by David Mamet at the Barrymore Theater."
2008-01-13,Jan 9,,marriott marquis,$1.2 million,"The Young Menswear Association's Geoffrey Beene scholarship dinner at the New York Marriott Marquis for more than 1,000 guests recognized 94 fashion students countrywide, raising $1.2 million."
2008-01-13,Jan 8,,,,"The Women's Committee of the Central Park Conservancy held its annual skating party for 1,000 guests at the Wollman Rink, with its impressive skyline backdrop."
2008-01-13,Jan 8,,jewish museum,,"Jan 8: The Jewish Museum and the Film Society of Lincoln Center held the opening of the 17th annual New York Jewish Film Festival. There were 250 guests at the Walter Reade Theater at Lincoln Center. The screening was followed by a dessert reception. The festival runs through Jan 24"
2008-01-27,Jan 19,,pierre,,"The 48th annual white-tie Quadrille Ball of the Germanistic Society of America took place at the Pierre and benefited the exchange of German and American graduate students. 21.; HEIDE E. HERZ: and Sir; WINFRIED BISCHOFF,: the guest of honor and a '63 and '64 ball dancer."
2008-01-27,Jan 23,,christie's,,"The New York City Volunteer Council of Save the Children held an art auction and reception at Christie's attended by 250 guests.;"
2008-01-27,Jan 22,,,,"The department of ophthalmology at Columbia University held a reception at the Acquavella Galleries, where John Richardson spoke about Picasso.;"
2008-01-27,Jan 24,,metropolitan opera,,"The Metropolitan Opera Guild held an awards dinner at the Pierre.;"
2008-02-03,Jan 30,,,,"Jan 30: Cynthia and Dan Lufkin gave a cocktail party in their apartment, the former chapel of the city's first cancer hospital at Central Park West and 105th Street. The event honored Ms. Lufkin, who is to be named the American Cancer Society's mother of the year on"
2008-02-03,Jan 25,,waldorf-astoria,,"The 53rd annual Viennese Opera Ball at the Waldorf-Astoria benefited CARE, the humanitarian organization."
2008-02-10,Feb 6,,waldorf-astoria,,"The American Friends of the Israel Philharmonic Orchestra held a concert followed by a dinner-dance for 700 guests at the Waldorf-Astoria."
2008-02-10,Feb 6,,,$5 million,"Madonna and Gucci, celebrating the opening of its Fifth Avenue at 56th Street store, held a gala for 700 guests under a tent on the north lawn of the United Nations complex. The evening raised over $5 million for Unicef programs in Malawi and Mozambique, supporting orphans and other children affected by H.I.V. and AIDS."
2008-02-10,Jan 31,,museum of the fashion institute of technology,,"The Museum of the Fashion Institute of Technology gave a preview of the exhibition ''Madame Gres: Sphinx of Fashion.''"
2008-02-10,Feb 6,,marriott marquis,,"Associated Black Charities honored Andrew J. Young Jr. and Dr. Mark E. Dean of I.B.M., a computer scientist, at the Marriott Marquis."
2008-02-10,Jan 31,,rainbow room,,"At a dinner in the Rainbow Room, GenerationEngage presented the first Lewis Cullman Civic Engagement Award to Paul Rieckhoff, founder of Iraq and Afghanistan Veterans of America."
2008-02-10,Feb 5,,bergdorf goodman,,"The publication of ''Drawing Fashion: The Art of Kenneth Paul Block,'' by Susan Mulcahy (Pointed Leaf Press) was celebrated at Bergdorf Goodman."
2008-02-10,Feb 4,,waldorf,$1.3 million,"The awards dinner of the Citizens Committee for New York City was at the Waldorf. Among the honorees saluted for improving life in the city were Karen D. Cohen, Jack O'Kelley III, Karen Washington, Peter Gelb and Amanda M. Burden. The 650 guests raised $1.3 million."
2008-02-10,Feb 5,,museum of modern art,$3 million,"The annual David Rockefeller lunch at the Museum of Modern Art honored Peter G. Peterson, a founder of the Blackstone Group, the private equity firm. The 300 guests raised about $3 million."
2008-02-17,Feb 12,,,$1.2 million,"The International Women's Health Coalition awards dinner raised $1.2 million and honored Kati Marton and Muhammad Yunus.;"
2008-02-17,Feb 13,,merchant's house museum,,"The Merchant's House Museum, New York City's only family home preserved intact from the 19th century (it was built in 1832), screened ''The Heiress.'' Hollywood sets copied details from the Merchant's House. 32-33. The original stairway, and Olivia de Havilland on a re-creation of it in the film.;"
2008-02-17,Feb 13,,puck building,,"A preview reception of the Black Fine Art Show at the Puck Building."
2008-02-17,Feb 11,,,,"The National Arts Club on Gramercy Park held a dinner in honor of the 194th birthday of Samuel J. Tilden, whose mansion is home to the club."
2008-02-17,Feb 10,,tavern on the green,,"Iris Love arrived on a chariot for her annual dinner at the Tavern on the Green for 541 guests in honor of the Westminster Kennel Club dog show."
2008-02-17,Feb 10,,,,"A farewell at the Carlyle for Nikolaj Hubbe, a principal dancer at the New York City Ballet."
2008-02-17,Feb 10,,,,"The artist Robert Fontanelli gave himself a 50th birthday party at the Zipper Theater and invited 100 artist friends."
2008-02-17,Feb 8,,waldorf-astoria,,"The Russian Children's Welfare Society benefited from the annual Petroushka Ball at the Waldorf-Astoria, which was attended by 600 guests."
2008-02-17,Feb 13,,,,"Chamber Music Society benefit at Caio Fonseca's studio."
2008-03-16,Mar 12,,waldorf,$2 million,"Kick Off for a Cure, a Benefit at the Waldorf for Autism Speaks and the Gillen Brewer School, Raised $2 Million."
2008-03-16,Mar 7,,metropolitan club,,"Young Friends of Save Venice Held Their Annual Masked Ball at the Metropolitan Club. Proceeds From the Event, Attended by 350 Mostly Masked Guests, Will Go Toward the Restoration of Two 17th-Century Landscapes by Marco Ricci."
2008-03-16,Mar 9,,metropolitan opera,$1.5 million,"Guests Dined and Danced On the Metropolitan Opera's Stage. The Backdrop From the New Production of 'Lucia Di Lammermoor' Set the Mood and Lucia -- The Soprano Natalie Dessay -- Sang. Howard Stringer, the Chairman of Sony, Was the Honoree. The 320 Guests Raised $1.5 Million."
2008-03-16,Mar 11,,christie's,,"University Settlement, a Venerable Social Service Agency, Benefited From a Wine Dinner and an Auction at Christie's."
2008-03-16,Mar 10,,,$50000,"Friends of the Gennadius Library in Athens Celebrated Clean Monday, a Greek Lenten Holiday. The 180 Guests Raised $50,000 at Milos On West 55th Street."
2008-03-16,Mar 10,,gotham hall,$450000,"Symphony Space Celebrated Its 30th Anniversary at Gotham Hall. Attended by 350 Guests, the Event Raised $450,000."
2008-03-16,Mar 10,,lighthouse at chelsea piers,,"The Harlem School of the Arts Gave an Awards Dinner at the Lighthouse at Chelsea Piers."
2008-03-16,Mar 6,,cooper-hewitt national design museum,,"The Cooper-Hewitt National Design Museum Opened 'Rococo: The Continuing Curve, 1730 to 2008' at the Former Andrew Carnegie Mansion at East 91st Street."
2008-03-16,Mar 11,,,,"The New York City Police Foundation Honored Tiki Barber, Thomas J. Moran and Detective Angel Cruz, Who Was Stabbed in the Line of Duty."
2008-03-16,Mar 6,,carnegie hall,,"The Opera Orchestra of New York Celebrated Eve Queler's 100th Performance As Conductor at a Concert in Carnegie Hall. A Dinner for 186 Guests Followed."
2008-03-23,Mar 13,,frick,,"The Young Fellows of the Frick Collection Held a Masked Ball for More Than 600 Guests at the Museum, the Gilded Age Home of the Collection's Founder, Henry Clay Frick. The Theme of the Evening Was the Renaissance Portrait of a Mysterious Woman Painted by Parmigianino, Titled 'Antea.'"
2008-03-23,Mar 14,,,,"The Preview of the International Asian Art Fair, a Benefit for Asia Society."
2008-03-23,Mar 18,,,,"The Board of Directors of Poets and Writers Held Its Annual Dinner at the Ritz-Carlton Battery Park."
2008-03-23,Mar 18,,plaza,,"The Downtown-Lower Manhattan Association, the Civic Advocacy Group, Honored David Rockefeller at a Reception On the 60th Floor of 1 Chase Manhattan Plaza."
2008-03-23,Mar 12,,museum of the city of new york,,"The Museum of the City of New York Held Its Annual Director's Council Benefit Dinner, with 600 Guests, at the Museum."
2008-03-23,Mar 11,,american museum of natural history,,"The American Museum of Natural History's Annual Gala for Its Young Philanthropists."
2008-02-24,Feb 20,,park avenue armory,,"The Art Show held a preview benefit for the Henry Street Settlement at the Park Avenue Armory. Many serious contemporary art collectors were among the more than 1,500 guests.;"
2008-02-24,Feb 21,,pier 60,,"The Asian American Legal Defense and Education Fund held a dinner attended by 900 guests at Pier 60, Chelsea Piers."
2008-02-24,Feb 14,,rainbow room,,"The Bowery Mission, a social service agency, held its annual awards dinner at the Rainbow Room, honoring Barbara Bryant, the Rev. A. R. Bernard and Kate C. Paley."
2008-02-24,Feb 21,,hilton new york,,"One Hundred Black Men had its annual benefit with a tribute to Harriet R. Michel, Denise Nappier, Adelaide L. Sanford and Susan L. Taylor, at the Hilton New York."
2008-02-24,Feb 16,,museum of modern art,,"Dorothy and Lewis B. Cullman celebrated their birthdays with a dinner for 150 friends at the Museum of Modern Art. The reception took place in the Lewis B. and Dorothy Cullman Education and Research Building."
2008-02-24,Feb 20,,,,"A reception for ''The Vision and Art of Shinjo Ito'' was held at the Milk Gallery.;"
2008-03-30,Mar 26,,,,"The Armory Show Opened with a Collectors' Preview. The Event, On Pier 94, Features New Art From 21 Countries and Ends Today."
2008-03-30,Mar 24,,,,"Francois Delattre, the Consul General of France, Presented the Pianist Byron Janis with the Chopin Medal at a Party for His 80th Birthday."
2008-03-30,Mar 25,,sotheby's,,"A Talk at Sotheby's by the Duke of Devonshire On the Gardens at Chatsworth Benefited the Scholarship Fund of the New York School of Interior Design."
2008-03-30,Mar 26,,mandarin oriental,$50000,"The Vilcek Foundation Awarded $50,000 Prizes to Osvaldo Golijov, the Composer, and Inder Verma, the Molecular Biologist, at the Mandarin Oriental."
2008-03-30,Mar 27,,pierre,,"The National Center On Addiction and Substance Abuse at Columbia University Held a Benefit at the Pierre."
2008-03-30,Mar 26,,new york public library,,"The New York Public Library for the Performing Arts at Lincoln Center Displayed for the First Time Rare Materials From the Personal Papers of Jerome Robbins. The Exhibition Opened with a Reception."
2008-03-30,Mar 20,,,,"A Preview of the New York International Auto Show Benefited the East Side House Settlement."
2008-04-06,Mar 31,,st. regis,,"The Venetian Heritage Held a Concert and Dinner-Dance at the St. Regis Hotel."
2008-04-06,Mar 31,,waldorf-astoria,$2.4 million,"The Fordham Founder's Awards Dinner at the Waldorf-Astoria Was Attended by Over 1,000 Guests and Raised $2.4 Million."
2008-04-06,Mar 31,,isabella stewart gardner,,"The Isabella Stewart Gardner Museum in Boston Continued a Tradition That the Founder, Mrs. Gardner, Started 105 Years Ago: Installing Scarlet Nasturtiums."
2008-04-06,Mar 31,,cipriani 42nd street,,"Bank Street College Held an Awards Dinner at Cipriani 42nd Street, and Honored Arthur F. Ryan."
2008-04-06,Apr 2,,,,"Susan and John Gutfreund Held a Reception in Their Fifth Avenue Apartment to Introduce the Dutch Photographer and Artist Erwin Olaf, Who Spoke of His Work."
2008-04-06,Apr 1,,avery fisher hall,,"The Academy of American Poets Benefited From an Avery Fisher Hall Reading."
2008-04-06,Apr 2,,world financial center,,"The New York Red Cross Held an Awards Dinner at the World Financial Center and Honored Bill Gray."
2008-04-06,Apr 1,,,,"The Lincoln Prize Was Awarded by the Lincoln and Soldiers Institute at Gettysburg College to James Oakes ('the Radical and the Republican') and Elizabeth Brown Pryor ('Reading the Man') at the Yale Club."
